Category,Bahasa,Cleaned_Bahasa,Length,Count
spam,"Selamat!anda mdptkan satu unit MOBIL NISSAN JUKE dr PT.INDOFOOD pin_anda 27tdn55 u/info pengambilan Hadiah, kunjungi website www.popmieget-lucky.blogspot.com",selamat mdptkan unit mobil nissan juke dr pt indofood pin 27tdn55 u info ambil hadiah kunjung website www popmieget-lucky blogspot com,134,21
spam,selamat!anda mndptkan hadiah Cektunai Rp. 15jt dari INDOSAT pin_277fg49 U/info pengambilan hadiah.kunjungi website indosat www.gebyar-poinindosat.blogspot.com,selamat mndptkan hadiah cektunai rp 15jt indosat pin 277fg49 u info ambil hadiah kunjung website indosat www gebyar-poinindosat blogspot com,140,20
spam,"SELAMAT, Anda memenangkan 1 UNIT MOBIL FREED dr TELKOMSEL, Edisi THN 2013 di undi tdi mlm pkl 23:30 di RCTI U/info Hub : 082329676767 H. MULYADI Pengirim : +777",selamat menang 1 unit mobil freed dr telkomsel edisi thn 2013 undi tdi mlm pkl 23 30 rcti u info hub 082329676767 h mulyadi kirim 777,133,26
spam,"Selamat,Anda M-dptkan Hadiah 1 Unit Mobil HONDA JAZZ & UANG TUNAI 35JT Rs Dr PT.TriCare PIN Pemenang Anda;477bfg7s. U/info klik: www.tricareindonesia.com",selamat m-dptkan hadiah 1 unit mobil honda jazz uang tunai 35jt rs dr pt tricare pin menang 477bfg7s u info klik www tricareindonesia com,137,24
spam,"Selamat,Kepada pelanggan 08157xxx Anda mendpt hadiah ke4 Dalam program POIN PLUS PLUS INDOSAT No.PIN:277fg49 info klik www.poinplus-plus-7887-2013.webs.com",selamat langgan 08157xxx mendpt hadiah ke4 program poin plus plus indosat no pin 277fg49 info klik www poinplus-plus-7887-2013 webs com,135,20
spam,"Selamat,No SimCard Anda Resmi M-dptkan HADIAH 1 Unit HONDA JAZZ Dari, Tri 3Care PIN PEMENANG Anda 25ZT67KM U/Info Cek Pin Klik: www.infohadiahtricare.ml",selamat no simcard resmi m-dptkan hadiah 1 unit honda jazz tri 3care pin menang 25zt67km u info cek pin klik www infohadiahtricare ml,133,23
spam,SELAMAT: Anda T'rpilih L'ngsung M'ndptkan Hadiah Dr PT.TELKOMSEL Rp:75jt.U/INFO Hubungi pusat: 085245780079 Drs.H.MULYADI Pelaksana:TELKOMSEL,selamat t rpilih l ngsung m ndptkan hadiah dr pt telkomsel rp 75jt u info hubung pusat 085245780079 drs h mulyadi laksana telkomsel,131,23
spam,"Seminar ke Denpasar Bali mewakili kemahasiswaan & kewirausahaan dapat biaya transport Rp 10 juta. Nomor Peserta 100/semnas/9997175/dikti/2011. Direktur Kemahasiswaan DIKTI Prof. Dr. Joko Purwanto, M.Si. Hubungi 081281108799 Wahyudin Zarkasi. No. referensi PTX:001/3591/0100/1572/503",seminar denpasar bal wakil mahasiswa kewirausahaan biaya transport rp 10 juta nomor serta 100 semnas 9997175 dikti 2011 direktur mahasiswa dikti prof dr joko purwanto m si hubung 081281108799 wahyudin zarkasi no referensi ptx 001 3591 0100 1572 503,248,39
spam,SIM Card anda M-dptkan HADIAH 1 YUNIT MOBIL TOYOTA YARIS No.pin pemenang Anda [8JF2177] U/INFO www.hadiahtricare.blogspot.com,sim card m-dptkan hadiah 1 yunit mobil toyota yaris no pin menang 8jf2177 u info www hadiahtricare blogspot com,111,19
spam,SIMCARD Anda adalah pemenang Gebyar isi ulang TRI 2015 dengan PIN:7N77F33 lakukan verifikasi sekarang juga hanya di www.idtricare.blogspot.com,simcard menang gebyar isi ulang tri 2015 pin 7n77f33 laku verifikasi www idtricare blogspot com,95,15
spam,"Slmat No anda m-dpt dana bantuan Rp.55jt'dr PT SIDOMUNCUL u/info hub;ir,HJ,MULIYADI 0852-3377-1855 PELAKSANA;PT SIDOMUNCUL",slmat no m-dpt dana bantu rp 55jt dr pt sidomuncul u info hub ir hj muliyadi 0852-3377-1855 laksana pt sidomuncul,113,20
spam,Slmt No Anda mendptkan Hadiah 1 unit MOBIL HONDA jazz dr promo TRI CARE 2016 dgn PIN PEMENANG:454647LM lnfo Klik:www.kejutanbimatri.blogspot.com,slmt no mendptkan hadiah 1 unit mobil honda jazz dr promo tri care 2016 dgn pin menang 454647lm lnfo klik www kejutanbimatri blogspot com,137,24
spam,Slmt no anda resmi m/dpt hdiah Rp100jt  DRI PT MKIOS pmenang ke2 pin anda[M2577] u/info;hub.pak.H RISAL DERMAWAN 0822-9399-7119 MKIOS,slmt no resmi m dpt hdiah rp100jt dri pt mkios pmenang ke2 pin m2577 u info hub h risal dermawan 0822-9399-7119 mkios,117,22
spam,"Slmt simCARD anda 08562XXXXXX mdpat cek tunai Rp.49jt PIN (RWD2749) info CS,085691371116 atau kunjungi www.indosat-id.jimdo.com",slmt simcard 08562xxxxxx mdpat cek tunai rp 49jt pin rwd2749 info cs 085691371116 kunjung www indosat-id jimdo com,114,18
spam,"SLMT!! No Anda men-dpt hadiah dr:pengundian PT.TELKOMSEL No pin b89c7... Untuk melihat Hadiah Anda, silakan klik : www.telkomselpoin2222.webs.com",slmt no men-dpt hadiah dr undi pt telkomsel no pin b89c7 hadiah sila klik www telkomselpoin2222 webs com,104,18
spam,Slmt!! No anda Mendpt hadiah Rp. 75 juta. dari TELKOMSEL poin. Diundi tadi mlm Pukul 23:30.wib Di RCTI.Info Hub : 085377177138.IR. SERIANTO. Pengirim : *777,slmt no mendpt hadiah rp 75 juta telkomsel poin undi mlm 23 30 wib rcti info hub 085377177138 ir serianto kirim 777,115,22
spam,Slmt!! No Anda Men-dptkan Hadiah dr Pengundian Poin Plus Plus INDOSAT No Pin(d377hi8) info Pemenang silahkan klik www.kejutan-indosatpoinplusplus2013.webs.com,slmt no men-dptkan hadiah dr undi poin plus plus indosat no pin d377hi8 info menang silah klik www kejutan-indosatpoinplusplus2013 webs com,139,21
spam,Slmt!! No Anda Men-dptkan Hadiah dr Pengundian Poin Plus Plus INDOSAT No Pin(d377hi8)Utk info Pemenang silahkan klik www.kejutan-indosatpoinplus2013.webs.com,slmt no men-dptkan hadiah dr undi poin plus plus indosat no pin d377hi8 utk info menang silah klik www kejutan-indosatpoinplus2013 webs com,139,22
spam,SLMT!!! NO anda m-dpt mobil AVANZA dr kartu AS di undi td malam di metro TV pkl : 23.00 wib u/info klik : www.telkomsell.jimdo atau/Hub : 0016285286552555,slmt no m-dpt mobil avanza dr kartu as undi td malam metro tv pkl 23 00 wib u info klik www telkomsell jimdo hub 0016285286552555,129,25
spam,SLMT!!! NO anda m-dpt mobil AVANZA dr kartu AS. di undi td malam di metro TV PKL 23:00.info.kunjungi almt kami:www.Priode-.webs.com/hub:0016282190254447.TSEL,slmt no m-dpt mobil avanza dr kartu as undi td malam metro tv pkl 23 00 info kunjung almt www priode- webs com hub 0016282190254447 tsel,136,26
spam,Slmt!!No anda Mendpt hadiah Rp.75jt.dari TELKOMSELpoin Diundi tadi mlm Pukul.23:30.wib Di RCTI.info Hub: 085217777509 Drs.H.SRIANTO Pengirim: +777,slmt no mendpt hadiah rp 75jt telkomselpoin undi mlm 23 30 wib rcti info hub 085217777509 drs h srianto kirim 777,113,21
spam,"SLMT!-No Anda M-dpt 1-unit Mobil all New AVANZA,Dari TELKOMSELpoin PIN_pmenan anda b89c7h9)U/info Lengkap kunjungi: www.telkomselpoin-777.pusku.com",slmt -no m-dpt 1-unit mobil all new avanza telkomselpoin pin pmenan b89c7h9 u info lengkap kunjung www telkomselpoin-777 pus com,128,20
spam,"Slmt_No. Anda Mndptkn Hadiah ""GRAND PRIZE"" Uang 'Rp.100jt,dr TELKOMSEL poin No.PIN-25g47jk Hub Call Center 081233303888 Pengirim : T-Sel",slmt no mndptkn hadiah grand prize uang rp 100jt dr telkomsel poin no pin-25g47jk hub call center 081233303888 kirim t-sel,122,20
spam,"SMLT_Anda m-ndpt Hadiah TOYOTA ALL New AVANZA, dr TELKOMSELpoin, Pin pemenang anda b89c7h9. U/INFO Lebih lengkap kunjungi: http;//gebyartelkomsel.juplo.com",smlt m-ndpt hadiah toyota all new avanza dr telkomselpoin pin menang b89c7h9 u info lengkap kunjung http gebyartelkomsel juplo com,130,20
spam,"solusi khusus pemegang kartu kredit, nikmati kredit tanpa angunan dari bank asing 5 - 99 jt = 1,79 % 100 - 150 jt = 1,5% hub: lukman 081586769255 021 - 94828857",solusi khusus pegang kartu kredit nikmat kredit angunan bank asing 5 - 99 jt 1 79 100 - 150 jt 1 5 hub lukman 081586769255 021 - 94828857,137,28
spam,"Solusi praktis khusus pemegang kartu kredit nikmati kemudahan Kredit Tanpa agunan 5 - 150jt dgn max pinj 5 X limit, HUB FANY 02194521396 ( abaikan jika tdk berminat )",solusi praktis khusus pegang kartu kredit nikmat mudah kredit agun 5 - 150jt dgn max pinj 5 x limit hub fany 02194521396 abai tdk minat,135,25
spam,Surat Keputusan dari Tri Care Indonesia No.XV/2015 Pin_Pemenang ANDA : 67ytg44 mendapatkan hadiah cek tunai Rp 45 jt. U/INFO kunjungi: www.id.tri.webnode.com.,surat putus tri care indonesia no xv 2015 pin menang 67ytg44 hadiah cek tunai rp 45 jt u info kunjung www id tri webnode com,124,25
spam,"Surat Keputusan dari Tri Care INDONESIA No.XV/2016 PIN_PEMENANG ANDA.HH25H77 Mendapatkan Hadiah 1 Unit Mobil Honda Jazz RS,U/Info Klik:http//tri-2016.webnode.com/",surat putus tri care indonesia no xv 2016 pin menang hh25h77 hadiah 1 unit mobil honda jazz rs u info klik http tri-2016 webnode com,132,25
spam,Surat keputusan dari Tri Care INDONESIA No.XV/2016 Pin_Pemenang ANDA:67ytg44 mendapatkan HADIAH CEK TUNAI Rp.45juta U/INFO klik: www.info-undian3.webnode.com,surat putus tri care indonesia no xv 2016 pin menang 67ytg44 hadiah cek tunai rp 45juta u info klik www info-undian3 webnode com,128,23
spam,Surat keputusan dari tri care indonesia no.XV\2016 pin pemenang anda 67YTG44 terpilih mendapatkan cek sebesar 45jt info kunjungi www.my-tri8.webnode.com,surat putus tri care indonesia no xv 2016 pin menang 67ytg44 pilih cek 45jt info kunjung www my-tri8 webnode com,112,20
spam,Surat Keputusan dr Tri Care No.XV/2015 PIN Pemenang Anda=M902CX8J Mendapat Cek Rp. 35juta. U/Info klik www.info-3careindonesia.tk,surat putus dr tri care no xv 2015 pin menang m902cx8j cek rp 35juta u info klik www info-3careindonesia tk,107,20
spam,Surat Keputusan dri PT.Tri 3care No.XV/2015 Pin_Pemenan Anda 2f5c477 Ber'hasil Men-dapatkan 1 Yunit Mobil HONDA JAZZ RS.U/info Kunjungi www.situshadiah-3care.blogspot.co.id,surat putus dri pt tri 3care no xv 2015 pin pen 2f5c477 ber hasil men-dapatkan 1 yunit mobil honda jazz rs u info kunjung www situshadiah-3care blogspot co id,158,29
spam,Surat Keputusan Dri Tri Care No.XV/2015 Pin Pemenang 477BFG7S Mdptkan Hadiah HONDA JAZZ HUB:02150227999 Info Pin klik: www.tricareindonesia.com,surat putus dri tri care no xv 2015 pin menang 477bfg7s mdptkan hadiah honda jazz hub 02150227999 info pin klik www tricareindonesia com,136,23
spam,Surat Keputusan PT.TRI CARE Slamat No.Anda Resmi Meraih Hadiah TOYOTA YARIS PIN Undian:477FBG7S Info Hub:089636872499 KLIK:www.pusat-tricare.com,surat putus pt tri care slamat no resmi raih hadiah toyota yaris pin undi 477fbg7s info hub 089636872499 klik www pusat-tricare com,131,22
spam,Surat keputusan PT.TRI.3 SimCard anda Resmi M-dptakan Hadiah HONDA JAZZ Rs Pin Undian: 477BFG7S. Info Hub: 089667794299 KLIK : www.gebyar-tricare.com,surat putus pt tri 3 simcard resmi m-dptakan hadiah honda jazz rs pin undi 477bfg7s info hub 089667794299 klik www gebyar-tricare com,133,22
spam,Surat Keputusan PT.TRI.3 Slamat No.08966xxx Resmi M-dptkan HONDA JAZZ Rs KODE Pin:477BFG7S Info Hub:08606490199 KLIK: www.hadiah-tricare.com,surat putus pt tri 3 slamat no 08966xxx resmi m-dptkan honda jazz rs kode pin 477bfg7s info hub 08606490199 klik www hadiah-tricare com,135,23
spam,Surat keputusan resmi dr Tri Care No.XV/2016 PIN Pemenang Anda=39XV544F Mendpt-1 unit Mobil HONDA JAZZ Rs U/Info klik www.kejutantriindonesia.blogspot.co.id ,surat putus resmi dr tri care no xv 2016 pin menang 39xv544f mendpt-1 unit mobil honda jazz rs u info klik www kejutantriindonesia blogspot co id,145,26
spam,Surat keputusan resmi M-KIOS NOXV/04/2016 Menyatakan No.Anda resmi meraih hadiah ke-2 dri PT.M-KIOS Pin;M248K81 u/info klik ; www.hadiah-ptmkios547.blogspot.com,surat putus resmi m-kios noxv 04 2016 no resmi raih hadiah ke-2 dri pt m-kios pin m248k81 u info klik www hadiah-ptmkios547 blogspot com,136,24
spam,Surat keputusan resmi SLMT'No SIM CARD anda telah T/pilih pemenang Ke-2 dri PT-M-TRONIK Pin anda:(2f54e7) U/info klik: www.cekhadiahmtronik2016.ga,surat putus resmi slmt no sim card t pilih menang ke-2 dri pt-m-tronik pin 2f54e7 u info klik www cekhadiahmtronik2016 ga,121,21
spam,Surat Keputusan: No.VII/T-3/16. Kode Undian: 94ad653 Selamat No.Anda mendpt Hadiah CEK TUNAI Rp.45Jt U/Info Kunjungi; www.gebyartricare.co.vu,surat putus no vii t-3 16 kode undi 94ad653 selamat no mendpt hadiah cek tunai rp 45jt u info kunjung www gebyartricare co vu,125,24
spam,Surat_keputusan dari tricare indonesia NO XV/2015 Pin pemenang 8JF2177 mendapatkan 1TOYOTA YARIS U/info Kunjungi www.tri-2015.webnode.com atau blogspot.com,surat putus tricare indonesia no xv 2015 pin menang 8jf2177 1toyota yaris u info kunjung www tri-2015 webnode com blogspot com,126,21
spam,"Sy Ajeng mendapat sms dari PT. 3Care Indonesia uang tunai Rp. 100 juta di website www.pttricare2016.blogspot.com tetapi dimintai membayar Administrasi Rp. 1,250 juta...sy juga di telpon pak Bambang Purwanto & diberi nomer rekening tujuan pembayaran Administrasi melalui Bank BRI a/n PT. TRI LESTARI bahkan dalam websitenya dicantumkan KTP Marketing Office PT. 3 Care Indonesia",sy ajeng sms pt 3care indonesia uang tunai rp 100 juta website www pttricare2016 blogspot com bayar administrasi rp 1 250 juta sy telpon bambang purwanto nomer rekening tuju bayar administrasi bank bri a n pt tri lestari websitenya cantum ktp marketing office pt 3 care indonesia,279,47
spam,"Sy Dr. Hj FATIMA sdh cocok mengenai Rumah dan Tanah Bpk/Ibu, tlg jgn ditawarkan lg ke yg lain. Soal Hrg negosiasi ke suami sy di 082375833300 Dr. H. HENDRA IRAWAN",sy dr hj fatima sdh cocok rumah tanah bpk tlg jgn tawar lg yg hrg negosiasi suami sy 082375833300 dr h hendra irawan,116,23
spam,"Sy Dr.Rimbawan(Dirmawa IPB)Yth,Jajang Roni Aunul Kholik(NIM:E14090090)Di minta Hbngi Skrng Prof.Dr.Ir.Yonny Koesmaryono,MS.0819882923.Di Tunjuk Hadir Seminar Pengembangan Karakter Mahasiswa Dari Dikti Tgl 14/15 April di Htl Nusa Dua Bali,Trims.",sy dr rimbawan dirmawa ipb yth jajang roni aunul kholik nim e14090090 hbngi skrng prof dr ir yonny koesmaryono ms 0819882923 hadir seminar kembang karakter mahasiswa dikti tgl 14 15 april htl nusa bal trims,206,35
spam,"Sy RUDI di jambi, bgi tman2 yg sering kalah Togel saatnya kalahkan bandar hub mbah ROS 082325557768 di jamin tembus, sy sdh buktikan 4D 50jt.",sy rudi jambi bgi tman2 yg kalah togel kalah bandar hub mbah ros 082325557768 jamin tembus sy sdh bukti 4d 50jt,111,21
spam,"sy RUDY dri MALAYSIA Brencana investasikan uang sy Sbagai bekal hidup di indo,sy butuh org yg bisa sy percayakan uang sy RM 5jt,bila Bsedia,sms di 085256144059",sy rudy dri malaysia brencana investasi uang sy sbagai bekal hidup indo sy butuh org yg sy percaya uang sy rm 5jt bsedia sms 085256144059,137,25
spam,Terima kasih telah melakukan isi ulang di sunny15.Trx Sukses sbsar 10.000 SN:1790103904.BYR PLNTELKOM BISA.Kami tnggu kedatangan Anda kembali,terima kasih isi ulang sunny15 trx sukses sbsar 10 000 sn 1790103904 byr plntelkom tnggu datang,95,16
spam,Terima kasih telah melakukan pengisian di counter kami WAR PUL CELL. Info: kami Melayani pembayaran tagihan PLN,terima kasih isi counter war pul cell info layan bayar tagih pln,64,12
spam,Terpilih dapat cek 27jt. KODE TRIPLE CEK ANDA (02599875) U/Info Klik Website www.undianbri.co.vu,pilih cek 27jt kode triple cek 02599875 u info klik website www undianbri co vu,79,15
spam,"TOGEL SGP EDISI SENIN 10/06/2013 ANGKA JITU 40,76,65,53,89 di jamin tbs,stlh tbs anda harus krim plsa 100rb sebagai maharnya dkrm ke no; 082329969711 KI KARSO",togel sgp edisi senin 10 06 2013 angka jitu 40 76 65 53 89 jamin tbs stlh tbs krim plsa 100rb mahar dkrm no 082329969711 ki karso,129,27
spam,"Toko bagus phone promo diskon 50% blackberry:Dakota Rp.2,8jt torchRp 2jt Gemini 900rb info/sms/pin 282F4C55 085776973349 WWW.TOKOBAGUSPHONE.COM",toko bagus phone promo diskon 50 blackberry dakota rp 2 8jt torchrp 2jt gemini 900rb info sms pin 282f4c55 085776973349 www tokobagusphone com,142,23
spam,"toko bursa cuci gudang diskon 60% BB DAKOTA ; 2,3 JT, TOCH ; 1,6 JT, GEMINI ; 1 JT, LAPTOP INFO : 085322222369 PIN BB : 2A6FB800E www.shopinbursabb.blogspot.com",toko bursa cuci gudang diskon 60 bb dakota 2 3 jt toch 1 6 jt gemini 1 jt laptop info 085322222369 pin bb 2a6fb800e www shopinbursabb blogspot com,146,28
spam,"TOKO JAYA BB,,, discount 50% berbagai type BLACKBERRY Gemini 900 ribu, Torch 2,5 jt, Dakota 2,8 jta NOKIA& SAMSUNG, Info klik www.jayabb.com",toko jaya bb discount 50 type blackberry gemini 900 ribu torch 2 5 jt dakota 2 8 jta nokia samsung info klik www jayabb com,123,25
spam,"TOKO JEMBER Promo Discon 50% Keyboard Yahama: Dakota Rp. 2,8 jt, Onix3 Rp. 2,2 jt, Gemini Rp. 800 rb Info/SMS : 085234234117 PIN BB 295C6D02 www.jember-shop.blogspot.com",toko jember promo discon 50 keyboard yahama dakota rp 2 8 jt onix3 rp 2 2 jt gemini rp 800 rb info sms 085234234117 pin bb 295c6d02 www jember-shop blogspot com,160,31
spam,"TOKO NIAGA-CELL Disc 45% Khusus PROMO :-  Blackberry-  NOKIA-  SAMSUNG-  IPHONE dll, Info Hub/sms ke : 082-33333-783 Buka  Website Kami : www.niaga-cell.blogspot.com",toko niaga-cell disc 45 khusus promo - blackberry- nokia- samsung- iphone dll info hub sms 082-33333-783 buka website www niaga-cell blogspot com,145,22
spam,TOKO RAHMAT ABADI BIG SALE 50% Blackberry/Iphone Ipad/Samsung Laptop/DLL Info Hub Sms: 085774280447 PIN: 26AB6BEE Atau Cek di: www.abadi-shop47.blogspot.com,toko rahmat abadi big sale 50 blackberry iphone ipad samsung laptop dll info hub sms 085774280447 pin 26ab6bee cek www abadi-shop47 blogspot com,144,23
spam,"Tolong belikan dulu mama pulsa 25rb di no AS baru mama 085245318024 soalnya teman mama kecelakaan, skrg kluarganya hrus dihubungi, nti mama ganti uangnya,penting",tolong belikan mama pulsa 25rb no as mama 085245318024 teman mama celaka skrg kluarganya hrus hubung nti mama ganti uang,120,20
spam,"tolong uangnya di kirim ke rekening ini aja,BRI, A/N: HASAN MAHMUD. REK: 3292-0101-9525-532. Sms aja klau sudah di kirim,makasih.",tolong uang kirim rekening aja bri a n hasan mahmud rek 3292-0101-9525-532 sms aja klau kirim makasih,101,17
spam,"Tolong uangnya di transfer aja kesini MANDIRI a/n RAHMAD ADRIAN No rek: 1340-0065-58125 sms aja kalo sdh dikirim, trims",tolong uang transfer aja kesini mandiri a n rahmad adrian no rek 1340-0065-58125 sms aja kalo sdh kirim trims,109,19
spam,"Tolong uangnya di transfer saja ke Bank ----- An Ardiansyah 5500248418, kalau sudah ditransfer sms saja, terima kasih",tolong uang transfer bank -- -- - an ardiansyah 5500248418 transfer sms terima kasih,84,14
spam,"Tolong uangnya Di transfer sekarang aja ke bank BNI: 022-741-3681. A/n FRISKA ANANDA, sms kalau sudah di Transfer, trimksi... - See more at: http://metropolitan.inilah.com/read/detail/1777965/awas-modus-penipuan-sms-model-baru#sthash.DKwN8EaE.dpuf",tolong uang transfer aja bank bni 022-741-3681 a n friska ananda sms transfer trimksi - see more at http metropolitan com read detail 1777965 awas-modus-penipuan-sms-model-baru sthash dkwn8eae dpuf,197,28
spam,"Tolong uangnya dikirim aja kesini BANK DANAMON a/n Farida hanum No rek. 0035-3918- 4014 SMS aja klo udah dikirim, Trims",tolong uang kirim aja kesini bank danamon a n farida hanum no rek 0035-3918- 4014 sms aja klo udah kirim trims,110,21
spam,"Tolong uangnya ditransfer saja ke Bank xxx A/n. xxx 0231327XXX, kalau sudah ditransfer SMS saja, terima kasih",tolong uang transfer bank xxx a n xxx 0231327xxx transfer sms terima kasih,74,13
spam,"TOP100 CELLULER Discound 25% BB DACOTA RP. 3,9 jt, BB ONYX3 Rp 3 jt, BB GEMINI Rp  1 jt, Laptop\KAMERA, iphone ; dll, info kunjungi www.top100-celluler.com pin ; BB, 2A95596A",top100 celluler discound 25 bb dacota rp 3 9 jt bb onyx3 rp 3 jt bb gemini rp 1 jt laptop kamera iphone dll info kunjung www top100-celluler com pin bb 2a95596a,160,32
spam,"TOUR-TRAVEL dptkan tiket pesawat, promo domestik & internasional mudah/aman, booking Online 24 jam hub telp : 081314447669 atau websete di : www.lion-airtravel.com.",tour-travel dptkan tiket pesawat promo domestik internasional mudah aman booking online 24 jam hub telp 081314447669 websete www lion-airtravel com,147,20
spam,"Transfer ke Bank xxx saja a/n xxx No rek 7390685xxx, kalau sudah ditransfer SMS ke no ini ya!",transfer bank xxx a n xxx no rek 7390685xxx transfer sms no ya,62,13
spam,"Transfer ke BNI aja, a/n SORAYA HARUM rek;0233-293-922 klo sdh kbrin di nmr ini ya!",transfer bni aja a n soraya harum rek 0233-293-922 klo sdh kbrin nmr ya,71,14
spam,"Transfer ke Mandiri aja, a/n Resti Amanda norek 9000007701999",transfer mandiri aja a n resti amanda norek 9000007701999,57,9
spam,Transfer saja uangnya ke rek ini.mandiri.NO Rek: 152-00-1236312-9.a/n:DARMAN. klau sdah di Transfer SMS saja ke nmor ini Trima kasih,transfer uang rek mandiri no rek 152-00-1236312-9 a n darman klau sdah transfer sms nmor trima kasih,100,17
spam,Transfernya ke BRI aja A/n ANGGA PRASTIA No Rek 1172-01-002218-502,transfer bri aja a n angga prastia no rek 1172-01-002218-502,60,10
spam,"Trima ksh telah mjd pelanggan kami ""CNF AQUA"" gnkan no 085729791456 untuk pemesanan air isi ulang dan AGUA ASLI n sed!a jga gas 3kg dan 12kg tlng sebarkan sms ini ke tmn2 kost n kampus jga ya jgn berhenti di km terima kas!h(nb:tlng save no pemesanan aqua b!la suatu saat membutuhkan mksh).GRATIS ANTAR",trima ksh mjd langgan cnf aqua gnkan no 085729791456 mesan air isi ulang agua asli n sed a jga gas 3kg 12kg tlng sebar sms tmn2 kost n kampus jga ya jgn henti km terima kas h nb tlng save no mesan aqua b la butuh mksh gratis,224,48
spam,TSELpoin 777 kejutan POIN Hadiah Rp.15jt Resmi diberikan 0852212XXXXX PIN-b7Bc247 u/info Hub/CS; PT.TELKOMSEL 021-40467488 021-50219992 Pengirim; +777,tselpoin 777 kejut poin hadiah rp 15jt resmi 0852212xxxxx pin-b7bc247 u info hub cs pt telkomsel 021-40467488 021-50219992 kirim 777,132,20
spam,Uangnya di Trnsfer di BNI ini aja a/n RASTINA NO.REK.0253 7915 37.Klo sdh d Trnsfer Sms aja di no ini 085293355598 Trmks.,uang trnsfer bni aja a n rastina no rek 0253 7915 37 klo sdh d trnsfer sms aja no 085293355598 trmks,100,21
spam,"Uangnya dikirim aja ke Rekening ini, BankBNI a/n SAFITRI  No.Rekening 0282566132",uang kirim aja rekening bankbni a n safitri no rekening 0282566132,66,11
spam,Uangnya dikirim saja ke Rek. BANK BNI A/n. : Sdr ABDUL RAHMAN No. Rek. : 024-8721- 191 SMS saja kalau sudah dikirim. terima kasih,uang kirim rek bank bni a n sdr abdul rahman no rek 024-8721- 191 sms kirim terima kasih,88,18
spam,WASSALAMU ALAIKUM WR WB UANGNYA DIKIRIM SAJA KE NO REK INI BRI A/N NOVA ARYAxxx 0544 0100 8633 xxx KALAU SDH TRANSFER SMS AJA DI NO INI TRMH KASIH” No. HP Pengirim SMS: 0821-5104-2542,wassalamu alaikum wr wb uang kirim no rek bri a n nova aryaxxx 0544 0100 8633 xxx sdh transfer sms aja no trmh kasih no hp kirim sms 0821-5104-2542,147,29
spam,"Ya Allah, semoga yg mempunyai hp ini & keluarganya selalu dalam Kasih Sayang Mu, diberkahi rejekinya & dijauhkan dari mara bahaya"", jawab Amin jika Anda berkenan",ya allah moga yg hp keluarga kasih sayang mu kah rejekinya jauh mara bahaya amin kenan,86,16
spam,"Yank tlong isi’in aku pulsa 10rb, di no ini,082189983017 nanti aq yg tlpn yacc!",yank tlong isi in pulsa 10rb no 082189983017 aq yg tlpn yacc,60,12
spam,Yank Tolong isi'in pulsa di no ini.085325556742 ini no baruq.skrng penting,yank tolong isi in pulsa no 085325556742 no baruq skrng,55,10
spam,"Yank, isikan dl pulsa di no as ini 085323048677 nanti gw gantiin.Penting bget nih krn barusan bos gw nelpon gw tgguin yach…",yank isi dl pulsa no as 085323048677 gw gantiin bget nih krn barusan bos gw nelpon gw tgguin yach,97,19
spam,Yth Bpk/Ibu. BNI menyatakan Rekening anda terpilih sebagai pemenang hadiah Rp. 35jt. kode cek anda 03299757 info klik www.bankbni2016.blogspot.com,yth bpk bni rekening pilih menang hadiah rp 35jt kode cek 03299757 info klik www bankbni2016 blogspot com,105,18
spam,Yth Isti Sofiyah. Diminta Segera Hubungi Bpk Drs.H .Lalu Safi’ i M.Pd. Kadisdik NTB.08531166 6557 Perihal Seminar Gratis Dari DIKTI. (Bu Sri TU.Diknas),yth isti sofiyah hubung bpk drs h safi i m pd kadisdik ntb 08531166 6557 perihal seminar gratis dikti bu sri tu diknas,118,23
spam,YTH kpd bpk/ibu sy Eka Novitasari kariyawan 3care sudah M-hub anda tdk tersambung dgn hormat hal ini kami sampaikan melalui sms singkat dr layanan kami bahwa selamat no anda M-dptkan hadiah 1 unit mobil Toyota Avanza dgn PIN:47V27 dr undian rejeki 3care periode utama 2014.u/info lebih lanjut kunjungi www.rejekiundian3care.jimdo.com,yth kpd bpk sy eka novitasari kariyawan 3care m-hub tdk sambung dgn hormat sms singkat dr layan selamat no m-dptkan hadiah 1 unit mobil toyota avanza dgn pin 47v27 dr undi rejeki 3care periode utama 2014 u info kunjung www rejekiundian3care jimdo com,250,43
spam,"YTH,MIitra Silahkan cek poin anda dan tukarkan ke admin kami dengan format PO.PIN kirim ke +62xxxxxxxxxx",yth miitra silah cek poin tukar admin format po pin kirim 62xxxxxxxxxx,70,12
spam,"Yuk Ikuti akun dakwah, caranya: ketik IKUT [spasi] AkuCintaIslam kirim ke 082110001021.",yuk ikut akun dakwah ketik spasi akucintaislam kirim 082110001021,65,9
ham, Di kfc yg deket enhaii ada dy,kfc yg deket enhaii dy,22,5
ham," Maaf jika ada janji yang belum terpenuhi, jika ada janji boleh mengingatkan saya. ",maaf janji penuh janji,22,4
ham,*ngsih bunga ato coklat min ,ngsih bunga ato coklat min,26,5
ham,.sambl nunggu itu.. Gimana kalo ngerjain form formnya aja dulu,sambl nunggu gimana kalo ngerjain form formnya aja,50,8
