Message,Category,Message_Length,Word_Count,Bahasa
BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,ham,124,23,BOO sayang! ANDA MENIKMATI PEKERJAAN ANDA? KAU TAMPAKNYA 2 B DAPATKAN DENGAN BAIK HUNNY! HARAP URE OK? HATI-HATI & AKU SEGERA BERBICARA 2U BANYAK CINTA XXXX.
Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,ham,129,29,"Hai sobat RV-nya apakah kamu punya pengalaman yang menyenangkan, cukup pesan 3 ucapkan halo karena belum mengirimimu 1 tahun sudah mulai mengemudi jadi jauhi jalan raya!RVx"
Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,spam,160,28,"Kesempatan terakhir 2 klaim voucher diskon senilai £150-SMS YA ke 85023 sekarang!Anggota SavaMob menawarkan T C seluler 08717898035. £3,00 Sub. 16. Hapus txt X atau STOP"
I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,ham,81,20,Aku sangat mencintaimu kamu tidak mengerti betapa istimewanya kamu 2 aku meneleponmu 2 besok sayang kamu xxx
AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,ham,114,21,AH MISKIN BAYI! HARAPAN URFEELING LEBIH BAIK LUV! MUNGKIN OVERDOSIS KERJA HEI HATI-HATI SPK 2 U SN BANYAK CINTAJEN XXX.
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,spam,160,24,"Selamat, Anda telah mendapatkan persediaan CD selama bertahun-tahun dari Virgin Records atau Hadiah Misteri DIJAMIN Hubungi 09061104283 Persyaratan & Ketentuan www.smsco.net £1,50 siang kira-kira 3 menit"
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam,156,28,"Belanja sepuasnya, APAKAH ANDA, baik 10K, 5K, £500 Tunai atau £100 Voucher perjalanan, Hubungi sekarang, 09064011000. NTT PO Box CR01327BT fixedline Biaya 150ppm seluler bervariasi"
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,spam,136,26,"Kuis Sinar Matahari Mingguan Q! Menangkan pemutar DVD Sony terbaik jika Anda tahu negara mana yang dimainkan Liverpool pada pertengahan minggu? Kirim SMS ke 82277. £1,50 SP: Tyrone"
"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",ham,148,26,"Pemikiran Luar Biasa- ""Bersyukurlah kamu tidak memiliki semua yang kamu inginkan. Itu berarti kamu masih memiliki kesempatan untuk lebih bahagia esok hari dibandingkan hari ini."":-)"
Lovely smell on this bus and it ain't tobacco...,ham,48,9,Bau harum di bus ini dan itu bukan tembakau...
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,ham,87,17,Hei kamu memberi mereka fotomu ketika kamu mendaftar untuk mengemudi ah? Aku ingin bertemu di sini?
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,spam,139,26,uang!!! kamu adalah pemenang yang beruntung! 2 klaim hadiah uang teks Anda 2 88600 lebih dari £1 juta untuk diberikan! ppt150x3+kotak kecepatan teks normal403 w1t1jy
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",spam,158,23,"Matthew yang terhormat, silakan hubungi 09063440451 dari telepon rumah, liburan 4*Lux Tenerife gratis Anda atau TUNAI £1000 menunggu pengambilan. ppm150 S&K SAE Kotak334 SK38XH."
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",spam,148,23,Mendesak! hubungi 09061749602 dari Telepon Rumah. Gratis 4* Liburan Tenerife atau uang tunai £10.000 menunggu pengambilan SAE S&K BOX 528 HP20 1YF 150ppm 18+
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,ham,142,29,"Hei, aku sudah memesan kb pada hari Sabtu... pelajaran apa lagi yang akan kita ikuti ah? Biarkan malam Sabtumu bebas. Kami perlu bertemu dan mengkonfirmasi penginapan kami"
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",ham,157,26,"Kebenaran Indah Melawan Gravitasi.. Bacalah dengan seksama: ""Hati kita terasa ringan ketika ada orang di dalamnya.. Namun terasa sangat berat ketika ada yang meninggalkannya.."" SELAMAT MALAM"
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,spam,156,27,MENDESAK! Kami mencoba menghubungi U. Pengundian hari ini menunjukkan bahwa Anda telah memenangkan hadiah £800 DIJAMIN. Hubungi 09050001808 dari jalur darat. Klaim M95. Hanya berlaku 12 jam
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya,ham,117,28,"Hei tidak, aku iklan malam yang buruk itu membosankan tanpamu 2 rawa bersamaku, kamu jalang yang membosankan! Terima kasih, tapi kamu tunggu sampai waktu berikutnya aku akan menemuimu"
"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",ham,160,26,"Yun ah.yang ubi bilang kalau ü mau telpon besok.call 67441233 cari irene.ere cuma dapat bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph selama 5 minggu pertama hari.èn"
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,ham,71,16,Terserah ü... Ü ingin datang lalu datang... Tapi aku tidak punya rok bergaris...
Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,ham,147,31,Tidak banyak yang terjadi di sini. Terasa sangat sunyi. Beth ada di rumah bibinya dan Charlie banyak bekerja. Hanya aku dan Helen yang ikut saat ini. Bagaimana kabarmu?
Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,ham,104,29,"Kalau begitu, tunggu aku di halte bus di belakang jalanmu. Jika aku tidak tahu, maka aku mengambil mobilku lalu kembali dan mengambil ü."
I dunno they close oredi not... Ü v ma fan...,ham,45,10,Entahlah mereka menutupnya atau tidak... Ü v ma fan...
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",ham,155,28,"Edison benar berkata, ""Orang bodoh dapat mengajukan lebih banyak pertanyaan daripada yang dapat dijawab oleh orang bijak"" Sekarang Anda tahu mengapa kita semua terdiam selama ViVa.. GM,GN,GE,GNT :-)"
Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,ham,102,24,Mmm itu lebih baik sekarang aku mendapat daging panggang untukku! Aku akan lebih baik jika aku minum sedikit! India yang baik?
"Come round, it's .",ham,18,4,"Ayo, itu."
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",ham,112,19,"Lakukan 1 hal! Ubah kalimat itu menjadi: ""Karena saya ingin berkonsentrasi pada karir pendidikan saya, saya akan berangkat dari sini.."""
I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,ham,77,18,"Saya berjalan satu jam 2 c u! bukankah itu menunjukkan aku peduli, kamu tidak percaya aku serius?"
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,spam,152,31,Kuis TV TIMUR. BUNGA apa yang DOT bandingkan dengan dirinya? D= VIOLET E= TULIP F= LILY txt D E atau F ke 84025 SEKARANG 4 peluang 2 MENANG £100 Tunai WKENT/150P16+
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,spam,156,27,MENDESAK! Kami mencoba menghubungi U. Pengundian hari ini menunjukkan bahwa Anda telah memenangkan hadiah £800 DIJAMIN. Hubungi 09050003091 dari jalur darat. Klaim C52. Hanya berlaku 12 jam
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,spam,152,25,"Anda dianugerahi Kamera Digital SiPix! hubungi 09061221061 dari telepon rumah. Pengiriman dalam 28 hari. T Cs Kotak177. M221BP. Garansi 2 tahun. 150ppm. 16. hal £3,99"
WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,spam,145,24,"MENANGKAN SEGERA! Nomor ponsel Anda telah diberikan hadiah £2000, DIJAMIN, hubungi 09061790121 dari telepon rumah. klaim 3030 valid 12 jam hanya 150ppm"
Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,spam,141,26,"Pelanggan yang terhormat, undian Anda 4 voucher hadiah £100 akan dimasukkan setelah menerima jawaban yang benar. Kapan Ulang Tahun Elvis Presley? Jawaban TXT ke 80062"
Black shirt n blue jeans... I thk i c ü...,ham,42,10,Kemeja hitam dan celana jeans biru... Aku rasa aku cü...
"449050000301 You have won a £2,000 price! To claim, call 09050000301.",spam,69,11,"449050000301 Anda telah memenangkan harga £2.000! Untuk klaim, hubungi 09050000301."
Not tonight mate. Catching up on some sleep. This is my new number by the way.,ham,78,16,"Tidak malam ini kawan. Mengejar tidur. Ngomong-ngomong, ini nomor baruku."
"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",ham,121,23,"Ketinggian ""Oh sial....!!"" situasi: Seorang pria melempar surat cinta pada seorang gadis tetapi jatuh mengenai kepala saudara laki-lakinya yang seorang gay,.;-):-D"
Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,spam,104,19,Saldo tunai Kuis HMV Anda saat ini £500 - untuk memaksimalkan uang masuk Anda sekarang kirim HMV1 ke 86688 hanya 150p/msg
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),spam,139,30,"1000 gadis banyak lokal 2 kamu yang masih perawan 2 ini & siap 2 4memenuhi setiap kebutuhan seksualmu. Bisakah kamu 4fil milik mereka? SMS LUCU ke 69911(£1,50p.m)"
Ü dun need to pick ur gf?,ham,25,7,kamu tidak perlu memilih pacarmu?
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?",ham,166,38,"Apakah dia mengatakan betapa hebatnya aku secara kebetulan, atau ada sesuatu yang membutuhkan peningkatan hidup yang lebih besar seperti kehilangan keinginan untuk hidup, menurutmu apakah aku akan menjadi orang pertama yang mati karena N V Q?"
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,spam,154,30,Sempurnakan ponsel Anda dengan foto seksi Jordan GRATIS! Cukup SMS BABE ke 88600. Lalu setiap minggu dapatkan seleb seksi! PocketBabe.co.uk 4 foto lagi. 16 £3/minggu 087016248
WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,spam,145,26,MENANGKAN persediaan CD setahun 4 toko pilihan Anda senilai £500 & masukkan undian Mingguan £100 kami txt MUSIK ke 87066 S&K www.Ldew.com.subs16+1win150ppmx3
"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",ham,83,15,"itu bagus… Aku akan meneleponmu nanti jam makan siang, bolehkah, untuk mengatur sesuatu?"
So ü'll be submitting da project tmr rite?,ham,42,8,Jadi ü akan mengirimkan ritual da proyek tmr?
FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam,122,21,"Tiket masuk GRATIS ke acara mingguan £250 kami, cukup kirimkan kata ENTER ke 84128 SEKARANG. 18 S&K www.textcomp.com layanan pelanggan 08712405020."
Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,ham,125,21,Halo-/@drivby-:0keluar dari edrunk maaf jika pini tidak membuat senrd-dnot tidak bagaimana ^ menari 2 drum n basq!saya bersenang-senang 2nhite x ros xxxxxxx
"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!",ham,110,21,"Aku tahu maksudmu, apakah raja tidak punya pujian! Aku pergi tidur sekarang. Malam malam manis! Hanya 1 tidur lagi!"
Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...,ham,83,17,"Ibu bilang kita ingin pergi, lalu pergi... Lalu dia bisa menghindari bian menonton pameran kaca..."
"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",ham,154,19,"Saya sedang mendengarkan musik inperial2 lagu paling aneh yang pernah dibuat olehleafcutter john-terdengar seperti serangga sedang dianiaya & seseorang sedang memasang pipa, di-remix oleh orang jahat dengan asam!"
"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",ham,123,24,"Hei maaf aku tidak memberitahumu sebelumnya sayang, baru saja di tempat tidur tapi tungau pergi 2 pub l8tr jika kamu ingin mt naik? memuat luv Jenxxx."
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam,146,27,Bisakah kamu mendapatkan 2 telepon SEKARANG? Saya ingin ngobrol 2 mengatur pertemuan Hubungi saya SEKARANG di 09096102316 Kamu bisa cum di sini 2moro Luv JANE xx Panggilan£1/menitlebih banyakmobsEMSPOBox45PO139WA
Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,ham,64,17,Bisakah saya bertemu ü jam 5.. Sebagai 4 dimana tergantung di mana ü ingin 2 di lor..
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",ham,159,32,"Quote hijau pernah yang pernah diutarakan oleh Jerry dalam kartun ""Seseorang yang Menjengkelkanmu Selalu Adalah Orang yang Sangat Mencintaimu Tapi Gagal Mengekspresikannya...!..!! :-) :-) gud nyt"
Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...,ham,60,14,Makan jap selesai oso setelah kuliahmu... Ü mendapat kuliah pada jam 12 ritus...
Your daily text from me – a favour this time,ham,44,10,SMS harian Anda dari saya – kali ini bantuan
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,spam,162,23,Nikmati klub emas jamster videosound dengan kredit Anda untuk 2 suara video baru+2 logo+berita musik! dapatkan lebih banyak kesenangan dari jamster.co.uk! 16+hanya Bantuan? hubungi: 09701213186
I jokin oni lar.. Ü busy then i wun disturb ü.,ham,46,11,Aku bercanda oni lar.. Ü sibuk maka aku tidak akan mengganggu ü.
"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam,138,26,"Menangkan balasan “Harry Potter and the Order of the Phoenix (Buku 5) terbaru HARRY, jawab 5 pertanyaan - kesempatan menjadi yang pertama di antara pembaca!"
I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,ham,84,19,Saya pikir 50 harus baik-baik saja katanya plus minus 10.. Apakah ü meninggalkan baris di antara paragraf?
Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,spam,125,26,Saldo Anda sekarang £500. Pertanyaan Anda berikutnya adalah: Siapa yang menyanyikan 'Uptown Girl' di tahun 80an? 2 jawaban txt JAWABAN anda ke 83600. Semoga beruntung!
Then she buying today? Ü no need to c meh...,ham,44,10,Lalu dia membeli hari ini? Ü tidak perlu c meh...
Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,ham,159,33,"Gila dia sudah menikah. Ü seperti gd mencari kawan, bukan aku. Teman-temanku bilang dia favorit Leona Korea, tapi menurutku dia favoritnya. Setelah beberapa pemikiran mungkin sebagian besar mungkin aku akan pergi."
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",spam,154,26,"GRATIS2HARI foto Jordan yang seksi di Hari St George!Txt PIC ke 89080 jangan lewatkan, maka setiap minggu akan ada selebritis cakep!4 foto lainnya c PocketBabe.co.uk 0870241182716 £3/minggu"
Bugis oso near wat...,ham,21,4,Bugis oso dekat Wat...
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",ham,106,20,"Entahlah, hal yang sama sering kali salah, dia mulai panik karena tidak cukup baik…"
I though we shd go out n have some fun so bar in town or something – sound ok?,ham,78,19,Aku pikir kita harus pergi keluar dan bersenang-senang jadi bar di kota atau apalah – kedengarannya oke?
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",spam,153,22,"500 Ponsel Baru Tahun 2004, WAJIB PERGI! Txt: NOKIA ke No: 89545 & ambil milik Anda hari ini!Mulai HANYA £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",ham,153,29,"Kita menghabiskan hari-hari kita menunggu jalan ideal muncul di hadapan kita.. Namun yang kita lupakan adalah.. ""jalan dibuat dengan berjalan.. bukan dengan menunggu.."" Selamat malam!"
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",ham,324,79,"Pesan menyerbu: Saat kamu mengangkat telepon, kamu berkata ""HELLO"" Tahukah kamu apa arti sebenarnya dari HELLO?? . . . Itu nama seorang gadis..! . . . Ya.. Dan kamu tahu siapa gadis itu?? ""Margaret Halo"" Dia adalah gadis dari Grahmbell yang menciptakan telepon... . . . . Moral: Seseorang dapat mengetahui nama seseorang, tetapi bukan pacarnya... Ya ampun. . .@"
Speak only when you feel your words are better than the silence... Gud mrng:-),ham,78,14,Bicaralah hanya ketika kamu merasa perkataanmu lebih baik dari pada diam... Gud mrng :-)
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,spam,150,25,"Selamat, Anda mendapatkan voucher hadiah CD senilai £500 & Entri gratis 2 undian mingguan £100 kami txt MUSIK ke 87066 TnCs www.Ldew.com 1 win150ppmx3age16"
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",ham,166,32,"Begini saja, jika Anda membuat spreadsheet kecil dan melacak ide siapa yang merokok untuk menentukan siapa yang ""merokok terlalu banyak"" selama sebulan penuh di bulan Februari, saya akan munculkan"
"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",ham,122,22,"Pikiran pribadi saya yang menyakitkan- ""Saya selalu berusaha membuat semua orang bahagia sepanjang waktu. Tapi tidak ada yang mengenali saya saat saya sendirian"""
You intrepid duo you! Have a great time and see you both soon.,ham,62,13,"Kamu pemberani, duo kamu! Selamat bersenang-senang dan sampai jumpa lagi."
Dad went out oredi...,ham,21,4,Ayah keluar dulu...
"Arms fine, how's Cardiff and uni?",ham,33,6,"Baik-baik saja, bagaimana kabar Cardiff dan universitas?"
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",ham,132,21,"Angin sejuk... Matahari cerah... Bunga segar... Burung berkicau... Semua ini menunggu untuk mengucapkan: ""SELAMAT PAGI & SELAMAT HARI"" :)"
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam,140,26,Gratis entri minggu pertama 2 TEXTPOD 4 kesempatan 2 memenangkan iPod 40GB atau uang tunai £250 setiap minggu. Txt POD ke 84128 Syarat & Ketentuan www.textpod.net custcare 08712405020.
Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,ham,103,20,Jangan beri monyet terbang apa pun yang mereka pikirkan dan saya tentu saja tidak keberatan. Semua temanku dan sebagainya!
As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,spam,141,28,"Sebagai pelanggan optin terdaftar, undian Anda, voucher hadiah 4 £100 akan dimasukkan setelah menerima jawaban yang benar ke 80062 Whats No1 di tangga lagu BBC"
say thanks2.,ham,12,2,ucapkan terima kasih2.
Ya! when are ü taking ure practical lessons? I start in june..,ham,62,12,Ya! kapan kamu mengambil pelajaran praktek? aku mulai di bulan juni..
Can ü all decide faster cos my sis going home liao..,ham,52,11,Bisakah aku memutuskan lebih cepat karena kakakku akan pulang liao..
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam,153,26,CLAIRE ini aku sedang bersenang-senang & aku sekarang sendirian. Kamu mau cum di jam 2 malam? Ngobrol sekarang 09099725823 harapan 2 C U Luv CLAIRE xx Telepon£1/menitlebih banyakmobsEMSPOBox45PO139WA
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",spam,152,25,09066362231 PENTING! Nomor ponsel Anda 07xxxxxxxxx memenangkan hadiah penelepon bonus £2.000 pada 02/06/03! ini adalah upaya kedua untuk menghubungi ANDA! hubungi 09066362231 secepatnya!
Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,ham,111,24,Oke bagus kalau begitu aku nanti datang mencari ü... Untung aku suruh ü pergi lebih awal... Nanti tolong selesaikan ü jangan lagi lagi...
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",spam,158,25,"ANDA 07801543489 dijamin mendapatkan Ponsel Nokia terbaru, pemutar MP3 iPod 40GB, atau hadiah £500! Kata Txt:KUMPULKAN ke No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,spam,160,28,"Hai, ini LUCY Hubby di pertemuan sepanjang hari Jumat & aku akan sendirian di hotel. U suka jintan? Silakan tinggalkan pesan 2 hari 09099726395 Lucy x Panggilan £1/menitMobsmoreLKPOBOX177HP51FL"
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham,151,30,"7 keajaiban di DUNIAKU 7 Kamu 6 Gayamu 5 Senyummu 4 Kepribadianmu 3 Sifatmu 3 SMSmu dan yang pertama ""Persahabatan Indahmu""...selamat pagi sayang"
"Just sent you an email – to an address with incomm in it, is that right?",ham,72,16,"Baru saja mengirimi Anda email – ke alamat yang berisi incomm, benarkah?"
I'm putting it on now. It should be ready for  &lt;TIME&gt;,ham,59,11,Aku sedang memakainya sekarang. Ini harus siap untuk &lt;TIME&gt;
"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam,158,27,MENDESAK! No Ponsel Anda dianugerahi Hadiah Bonus Penelepon £2.000 pada 1/08/03! Ini adalah upaya kedua kami untuk menghubungi ANDA! Hubungi 0871-4719-523 BOX95QU BT Tarif Nasional
"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",ham,123,22,"Satu baris dengan makna yang besar ::::: ""Merindukan apa pun 4 ""Hidup Terbaik"" Anda tetapi, jangan lewatkan kehidupan terbaik Anda untuk apa pun... Gud nyt..."
As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,spam,145,29,"Sebagai Pelanggan Terdaftar tahun undian 4, voucher hadiah £100 akan dimasukkan setelah menerima jawaban yang benar. Kapan olimpiade berikutnya. Kirim SMS ke 80062"
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam,143,23,MENDESAK! Nomor Ponsel Anda telah diberikan hadiah £2000 DIJAMIN. Hubungi 09061790121 dari jalur darat. Klaim 3030. Berlaku 12 jam hanya 150ppm
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,ham,142,26,Pernahkah Anda mendengar tentang pekerjaan itu? Saya akan menghadiri pembicaraan tentang satwa liar lagi malam ini jika Anda mau. Apakah itu yang buruk dan sia-sia atau apalah itu?!
"Ah, well that confuses things, doesn‘t it?",ham,42,7,"Ah, itu membingungkan, bukan?"
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",spam,146,27,"Anda telah terpilih untuk menginap di 1 dari 250 hotel terbaik di Inggris - TIDAK ADA APA PUN! Liburan Senilai £350! Untuk Klaim Hubungi London 02072069400. Bx 526, SW73SS"
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",spam,155,29,"0A$NETWORKS memungkinkan perusahaan menagih SMS, jadi mereka bertanggung jawab atas ""pemasok"" mereka, seperti halnya toko harus memberikan jaminan atas apa yang mereka jual. B.G."
"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",ham,130,28,"Sore*v bagus jika agak sarat acara. Akan mengisimu, jangan khawatir … Kepala * baik-baik saja tapi tenggorokan * rusak. Sampai jumpa jam enam kalau begitu!"
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam,122,19,"Untuk kesempatan Anda memenangkan uang tunai £250 setiap minggu TXT: ACTION ke 80608. Syarat & Ketentuan www.movietrivia.tv custcare 08712405022, 1x150p/wk"
